StationName	EventNum	FibreHit	Total Energy Deposit [MeV]	True PosX [mm]	True PosY [mm]	True PosZ [mm]	Station Depth [mm]	Time [ns]
St1_V	7651	252	0.108634	5.07474	-2.46143	-137.499	12.7241	0.0728883
St1_V	7653	256	0.053023	5.50715	-1.34996	-137.434	12.7241	0.0731605
St1_V	7654	253	0.0863284	3.93835	-0.823868	-137.282	12.7241	0.0740945
St1_V	7656	252	0.0590818	3.76862	-1.04652	-137.456	12.7241	0.0731316
St1_V	7658	250	0.0869492	4.19514	-2.34969	-137.467	12.7241	0.0728878
St1_V	7659	249	0.16038	3.8495	-2.50214	-137.296	12.7241	0.0739066
St1_V	7660	254	0.0994149	3.41239	0.0305085	-137.5	12.7241	0.0728802
St1_V	7662	260	0.0468152	4.60806	1.28303	-137.444	12.7241	0.0730971
St1_V	7663	260	0.21032	5.5168	0.425222	-137.48	12.7241	0.0729047
St1_V	7664	255	0.0816605	4.86059	-1.04788	-137.292	12.7241	0.0740702
St1_V	7666	258	0.0868253	5.59183	-0.417158	-137.5	12.7241	0.0728356
St1_V	7667	258	0.042515	5.07427	0.2529	-137.44	12.7241	0.0731154
St1_V	7668	251	0.1115	5.07145	-2.84351	-137.291	12.7241	0.0740334
St1_V	7670	251	0.0719128	3.82085	-1.76798	-137.278	12.7241	0.0740237
St1_V	7672	249	0.0434616	3.90505	-2.77149	-137.229	12.7241	0.074356
St1_V	7673	256	0.110731	4.2792	0.0450586	-137.5	12.7241	0.0728166
St1_V	7674	250	0.0963141	4.05125	-2.23811	-137.483	12.7241	0.072872
St1_V	7675	254	0.121888	4.8048	-1.25421	-137.478	12.7241	0.0729732
St1_V	7676	253	0.000290921	4.06534	-1.08979	-137.298	12.7241	0.0741382
St1_V	7676	253	8.56148	4.06534	-1.0898	-137.296	12.7241	0.0741469
St1_V	7676	253	0.133664	4.06534	-1.0898	-137.296	12.7241	0.0741469
St1_V	7676	253	1.91685	4.06534	-1.0898	-137.296	12.7241	0.0741469
St1_V	7676	253	1.86102	4.06534	-1.0898	-137.296	12.7241	0.0741469
St1_V	7676	253	0.312254	4.06534	-1.0898	-137.296	12.7241	0.0741469
St1_V	7676	253	0.253489	4.06534	-1.0898	-137.296	12.7241	0.0741469
St1_V	7678	256	0.136953	4.75131	-0.357455	-137.486	12.7241	0.0729367
St1_V	7679	254	0.0747863	5.02408	-1.6653	-137.482	12.7241	0.0730287
St1_V	7680	252	0.0944713	4.29569	-1.6179	-137.483	12.7241	0.0730031
St1_V	7681	252	0.0605754	3.55838	-0.826753	-137.448	12.7241	0.0733036
St1_V	7682	251	0.0870407	3.73343	-1.62924	-137.296	12.7241	0.0740742
St1_V	7684	258	0.045952	4.44133	0.882028	-137.444	12.7241	0.0730831
St1_V	7685	250	0.0820788	4.07735	-2.30142	-137.495	12.7241	0.0730319
St1_V	7686	255	0.0763007	5.15885	-1.36651	-137.285	12.7241	0.07413
St1_V	7688	251	0.0496119	3.6486	-1.35499	-137.256	12.7241	0.0743149
St1_V	7689	257	0.107717	4.17713	0.501205	-137.293	12.7241	0.0741269
St1_V	7690	254	0.0871623	4.3267	-0.877335	-137.5	12.7241	0.0727011
St1_V	7691	254	0.0964289	5.19227	-1.75651	-137.5	12.7241	0.0727339
St1_V	7692	255	0.285661	4.37045	-0.560252	-137.291	12.7241	0.0740282
St1_V	7693	256	0.126319	4.56446	-0.287738	-137.497	12.7241	0.0727886
St1_V	7694	259	0.0738582	5.70015	-0.216089	-137.266	12.7241	0.0741245
St1_V	7694	259	0.00435733	5.72254	-0.237488	-137.267	12.7241	0.0734832
St1_V	7694	259	0.00526907	5.72408	-0.236568	-137.253	12.7241	0.0735565
St1_V	7694	259	0.00533163	5.72662	-0.228826	-137.237	12.7241	0.073647
St1_V	7694	259	0.00780612	5.73001	-0.22026	-137.227	12.7241	0.0737188
St1_V	7694	259	0.0173573	5.73879	-0.209181	-137.209	12.7241	0.0738428
St1_V	7694	259	0.0161717	5.75001	-0.181675	-137.177	12.7241	0.0740658
St1_V	7694	259	0.0167762	5.74695	-0.135547	-137.212	12.7241	0.074363
St1_V	7694	259	0.0106171	5.76957	-0.137436	-137.256	12.7241	0.0746275
St1_V	7694	259	0.00779849	5.76091	-0.153781	-137.277	12.7241	0.0748051
St1_V	7694	259	0.00813527	5.76187	-0.163603	-137.288	12.7241	0.0749057
St1_V	7695	263	0.0763303	5.94662	1.2762	-137.275	12.7241	0.0741216
St1_V	7696	260	0.0761547	5.22547	0.750305	-137.492	12.7241	0.0728295
St1_V	7697	252	0.0392662	3.99583	-1.56831	-137.427	12.7241	0.0731238
St1_V	7698	253	0.0927299	4.8057	-1.72521	-137.294	12.7241	0.0740714
St1_V	7699	259	0.100976	4.57032	0.952477	-137.287	12.7241	0.0739315
St1_V	7700	256	0.0633022	4.75959	-0.292653	-137.437	12.7241	0.073065
St1_V	7701	254	0.0923939	5.28753	-1.93093	-137.481	12.7241	0.0733829
St1_V	7704	258	0.0363474	4.43502	0.901326	-137.428	12.7241	0.0732276
St1_V	7705	249	0.0575901	3.13878	-2.00767	-137.225	12.7241	0.0744219
St1_V	7706	253	0.176578	3.64618	-0.691344	-137.293	12.7241	0.0739373
St1_V	7707	255	0.184269	4.89819	-1.03664	-137.301	12.7241	0.074032
St1_V	7709	260	0.220486	5.79199	0.252555	-137.5	12.7241	0.0728051
St1_V	7709	260	0.0164635	5.82948	0.268515	-137.493	12.7241	0.0726971
St1_V	7709	260	0.0196636	5.85168	0.272148	-137.432	12.7241	0.0729634
St1_V	7709	260	0.011969	5.84901	0.274232	-137.37	12.7241	0.0732169
St1_V	7709	260	0.00743584	5.85811	0.278377	-137.302	12.7241	0.0735048
St1_V	7710	260	0.0856499	5.21558	0.886812	-137.492	12.7241	0.0730479
St1_V	7713	255	0.0839875	4.06981	-0.262799	-137.29	12.7241	0.0739458
St1_V	7714	258	0.0611413	4.88706	0.144562	-137.447	12.7241	0.0732149
St1_V	7717	248	0.0971939	4.80727	-3.95375	-137.5	12.7241	0.0727567
St1_V	7718	255	0.0579481	3.29245	0.4456	-137.249	12.7241	0.0742594
St1_V	7719	253	0.00451395	4.03395	-1.19119	-137.183	12.7241	0.0747723
St1_V	7720	253	0.0631784	4.12006	-0.992096	-137.275	12.7241	0.0741894
St1_V	7721	250	0.0465791	5.0249	-3.45566	-137.434	12.7241	0.0732665
St1_V	7722	259	0.0458443	5.2205	0.239387	-137.246	12.7241	0.0742582
St1_V	7724	259	0.100621	5.61491	0.104585	-137.273	12.7241	0.0742143
St1_V	7725	250	0.0826163	4.00091	-2.19539	-137.486	12.7241	0.0728768
St1_V	7726	260	0.0868965	5.33285	0.777029	-137.489	12.7241	0.0728686
St1_V	7727	260	0.067854	5.05284	1.11429	-137.461	12.7241	0.0730691
St1_V	7728	258	0.079764	5.31862	-0.257786	-137.47	12.7241	0.073118
St1_V	7729	257	0.0485778	5.37143	-0.470631	-137.235	12.7241	0.0742373
St1_V	7730	254	0.0663237	4.48495	-1.1575	-137.465	12.7241	0.0729423
St1_V	7731	254	0.114025	4.29597	-0.889652	-137.496	12.7241	0.0728512
St1_V	7732	258	0.0803518	4.53459	0.785306	-137.448	12.7241	0.0731669
St1_V	7733	258	0.00969437	4.94623	0.0543305	-137.39	12.7241	0.0735858
St1_V	7734	253	0.0850291	5.11493	-2.20616	-137.274	12.7241	0.074174
St1_V	7735	251	0.103663	4.36539	-2.12234	-137.286	12.7241	0.0740225
St1_V	7736	256	0.0935945	5.0043	-0.741164	-137.495	12.7241	0.0728116
St1_V	7737	254	0.189184	4.44803	-0.988159	-137.5	12.7241	0.0728818
St1_V	7740	257	0.128613	5.45869	-0.65628	-137.295	12.7241	0.0739939
St1_V	7741	250	0.0159686	3.49359	-1.94116	-137.401	12.7241	0.0733928
St1_V	7743	260	0.0977796	5.57757	0.362649	-137.479	12.7241	0.0729227
St1_V	7745	259	0.130251	5.6809	0.00619037	-137.288	12.7241	0.0740652
St1_V	7746	250	0.0785022	3.5427	-1.96474	-137.444	12.7241	0.0732127
St1_V	7747	254	0.0859164	5.34544	-2.01028	-137.47	12.7241	0.0729003
St1_V	7748	254	0.0371819	4.50458	-1.21323	-137.429	12.7241	0.0731047
St1_V	7749	254	0.0737064	5.20774	-1.87148	-137.47	12.7241	0.0729272
St1_V	7752	259	0.208278	5.08366	0.548399	-137.301	12.7241	0.0740298
St1_V	7753	250	0.0348143	4.77463	-2.88671	-137.424	12.7241	0.073344
St1_V	7756	252	0.106228	6.23823	-3.67539	-137.499	12.7241	0.0728444
St1_V	7757	253	0.069352	5.24937	-2.22692	-137.302	12.7241	0.0739878
St1_V	7757	253	0.0130651	5.25021	-2.22704	-137.094	12.7241	0.0752093
St1_V	7757	253	0.00804172	5.25021	-2.22704	-137.094	12.7241	0.0752093
St1_V	7758	251	0.0424463	4.52923	-2.20741	-137.221	12.7241	0.074306
St1_V	7759	247	0.0315854	4.08688	-3.82474	-137.213	12.7241	0.0745011
St1_V	7760	251	0.0889798	3.64231	-1.51194	-137.3	12.7241	0.0740496
St1_V	7761	253	0.0842962	3.96686	-1.02372	-137.29	12.7241	0.0740322
St1_V	7762	260	0.104371	6.05652	-0.090331	-137.489	12.7241	0.0727789
St1_V	7763	255	0.103169	5.3327	-1.38075	-137.292	12.7241	0.0741174
St1_V	7763	255	0.00890352	5.20243	-1.39139	-137.291	12.7241	0.0738347
St1_V	7763	255	0.00808968	5.1974	-1.36689	-137.253	12.7241	0.0740324
St1_V	7763	255	0.0137457	5.20735	-1.35286	-137.219	12.7241	0.0741946
St1_V	7763	255	0.0183762	5.22517	-1.32841	-137.179	12.7241	0.0744166
St1_V	7763	255	0.0122271	5.22494	-1.28499	-137.14	12.7241	0.0746721
St1_V	7763	255	0.0137797	5.21435	-1.24917	-137.111	12.7241	0.074884
St1_V	7763	255	0.00544378	5.19036	-1.23314	-137.086	12.7241	0.0750591
St1_V	7764	255	0.0759639	3.74257	0.0504194	-137.285	12.7241	0.0741476
St1_V	7765	253	0.103419	3.36132	-0.401188	-137.295	12.7241	0.0739897
St1_V	7766	256	0.106276	5.37191	-1.09483	-137.497	12.7241	0.0729327
St1_V	7767	243	0.0981983	3.72495	-5.09651	-137.289	12.7241	0.0740162
St1_V	7769	256	0.0894134	4.53392	-0.114017	-137.475	12.7241	0.0729919
St1_V	7770	253	0.0493449	5.23311	-2.05986	-137.238	12.7241	0.0743826
St1_V	7771	256	0.0731401	5.66191	-1.44089	-137.482	12.7241	0.0728692
St1_V	7772	252	0.0982305	5.36186	-2.72355	-137.495	12.7241	0.0728459
St1_V	7773	253	0.0108419	3.46085	-0.615731	-137.198	12.7241	0.0745463
St1_V	7774	255	0.115268	4.86218	-0.91163	-137.292	12.7241	0.0741597
St1_V	7775	256	0.104781	5.15097	-0.769687	-137.49	12.7241	0.0729278
St1_V	7776	257	0.16806	4.94533	-0.0924328	-137.276	12.7241	0.0741726
St1_V	7777	255	0.100718	3.80671	0.164288	-137.285	12.7241	0.0741749
St1_V	7778	256	0.103412	4.40128	-0.0793647	-137.5	12.7241	0.0728356
St1_V	7779	263	0.0326362	5.46745	2.03249	-137.217	12.7241	0.0744084
St1_V	7781	252	0.0677677	5.09789	-2.64872	-137.452	12.7241	0.0730186
St1_V	7783	259	0.0832681	5.59286	0.126902	-137.273	12.7241	0.0743371
St1_V	7784	255	0.0705859	5.37485	-1.60084	-137.276	12.7241	0.0741758
St1_V	7786	251	0.110208	4.15143	-1.9056	-137.285	12.7241	0.0741087
St1_V	7789	254	0.0986105	5.54444	-2.06658	-137.499	12.7241	0.0727568
St1_V	7790	252	0.110668	4.04993	-1.45728	-137.5	12.7241	0.0728309
St1_V	7791	256	0.0716212	4.30142	-0.0881252	-137.478	12.7241	0.0728327
St1_V	7792	256	0.0120759	3.74075	0.74743	-137.394	12.7241	0.0734126
St1_V	7793	251	0.101849	4.12434	-1.88711	-137.288	12.7241	0.0739217
St1_V	7794	256	0.0941013	5.22067	-0.898355	-137.5	12.7241	0.07281
St1_V	7795	251	0.096649	4.41041	-2.27735	-137.301	12.7241	0.0738615
St1_V	7796	255	0.0394711	5.08185	-1.04176	-137.233	12.7241	0.0744516
St1_V	7797	252	0.0920725	4.52229	-1.85897	-137.488	12.7241	0.0729322
St1_V	7798	255	0.310367	4.90888	-1.04776	-137.301	12.7241	0.0739896
St1_V	7798	256	0.00637735	5.19774	-1.03041	-137.305	12.7241	0.0743318
St1_V	7798	256	0.005413	5.22228	-1.02608	-137.312	12.7241	0.0744538
St1_V	7798	256	0.00830189	5.25088	-1.02244	-137.313	12.7241	0.0745898
St1_V	7798	256	0.00844826	5.27811	-1.02518	-137.315	12.7241	0.0747203
St1_V	7798	256	0.0060235	5.3063	-1.02618	-137.312	12.7241	0.0748568
St1_V	7798	256	0.0099025	5.33985	-1.03411	-137.311	12.7241	0.0750226
St1_V	7798	256	0.00619622	5.37379	-1.04468	-137.294	12.7241	0.0752125
St1_V	7798	256	0.00428358	5.39752	-1.05463	-137.3	12.7241	0.0753429
St1_V	7798	256	0.0145333	5.42275	-1.06523	-137.3	12.7241	0.0754816
St1_V	7798	256	0.0367891	5.44449	-1.08491	-137.303	12.7241	0.075629
St1_V	7798	256	0.0105763	5.46903	-1.10024	-137.298	12.7241	0.0757799
St1_V	7798	256	0.0134873	5.49236	-1.10945	-137.29	12.7241	0.0759259
St1_V	7798	256	0.0123645	5.51347	-1.11656	-137.282	12.7241	0.0760699
St1_V	7798	256	0.00472199	5.53783	-1.11371	-137.287	12.7241	0.0762215
St1_V	7798	256	0.000760366	5.56225	-1.11214	-137.296	12.7241	0.0764252
St1_V	7798	256	0.000903146	5.56377	-1.11247	-137.298	12.7241	0.0764449
St1_V	7798	256	0.00201238	5.56561	-1.11297	-137.299	12.7241	0.0764638
St1_V	7798	256	0.00105673	5.56377	-1.1149	-137.299	12.7241	0.0764848
St1_V	7798	256	0.00136648	5.56188	-1.11648	-137.298	12.7241	0.0765046
St1_V	7798	256	0.00222181	5.56002	-1.11791	-137.298	12.7241	0.0765235
St1_V	7798	256	0.00258472	5.55836	-1.12057	-137.299	12.7241	0.0765501
St1_V	7798	256	0.0109372	5.55555	-1.12433	-137.301	12.7241	0.0765913
St1_V	7798	256	0.0127171	5.55387	-1.12951	-137.306	12.7241	0.0766503
St1_V	7798	256	0.0204735	5.54534	-1.12936	-137.315	12.7241	0.0767423
St1_V	7799	257	0.12173	5.41191	-0.692582	-137.301	12.7241	0.0741075
St1_V	7800	255	0.0913234	5.40468	-1.59215	-137.292	12.7241	0.0739315
St1_V	7801	258	0.0497514	4.47815	0.543342	-137.436	12.7241	0.0731516
St1_V	7803	255	0.0643737	3.97509	-0.1816	-137.285	12.7241	0.0741073
St1_V	7804	255	0.0945539	4.58653	-0.659706	-137.298	12.7241	0.0739058
St1_V	7805	255	0.0686392	3.36767	0.419511	-137.282	12.7241	0.0740714
St1_V	7806	247	0.1777	3.02772	-2.45702	-137.254	12.7241	0.0743806
St1_V	7807	258	0.096662	5.82868	-0.611185	-137.497	12.7241	0.072905
St1_V	7808	252	0.109109	4.65631	-2.14371	-137.488	12.7241	0.0728108
St1_V	7810	253	0.0808647	5.00425	-2.04009	-137.296	12.7241	0.0740972
St1_V	7814	248	0.0816721	4.65326	-3.86748	-137.488	12.7241	0.0729794
St1_V	7815	250	0.0250238	4.68847	-3.1329	-137.41	12.7241	0.0732887
St1_V	7817	261	0.088686	4.92049	1.58879	-137.299	12.7241	0.0739518
St1_V	7819	259	0.0601501	4.98155	0.488258	-137.255	12.7241	0.0742118
St1_V	7820	254	0.0584985	5.00152	-1.40674	-137.447	12.7241	0.0731714
St1_V	7821	253	0.0480174	4.0184	-1.14747	-137.245	12.7241	0.0742529
St1_V	7822	251	0.146009	4.01949	-1.85297	-137.302	12.7241	0.0739355
St1_V	7823	255	0.0929396	4.65962	-0.739963	-137.299	12.7241	0.0739469
St1_V	7824	249	0.130855	3.87961	-2.61379	-137.3	12.7241	0.0740923
St1_V	7825	253	0.101361	3.97426	-0.990474	-137.299	12.7241	0.0739429
St1_V	7826	256	0.092791	3.89999	0.469214	-137.494	12.7241	0.0729098
St1_V	7827	257	0.36587	5.29736	-0.480867	-137.291	12.7241	0.0740593
St1_V	7828	253	0.158894	4.48078	-1.47721	-137.301	12.7241	0.0738533
St1_V	7830	258	0.098462	5.28617	-0.082112	-137.498	12.7241	0.0727969
St1_V	7831	255	0.0790697	4.01366	-0.229667	-137.281	12.7241	0.0741134
St1_V	7832	255	0.0762075	5.03002	-1.03815	-137.275	12.7241	0.0741981
St1_V	7833	259	0.0936192	5.45433	0.125127	-137.3	12.7241	0.0739566
St1_V	7835	253	0.220879	5.47726	-2.49247	-137.299	12.7241	0.0739914
St1_V	7836	252	0.105978	5.69817	-3.11624	-137.5	12.7241	0.0728145
St1_V	7837	250	0.0744012	4.90305	-3.1125	-137.491	12.7241	0.0728643
St1_V	7838	262	0.4075	3.16963	3.65889	-137.489	12.7241	0.1237
St1_V	7839	257	0.117215	4.88986	-0.0367255	-137.276	12.7241	0.0741699
St1_V	7840	255	0.11593	3.37125	0.496416	-137.301	12.7241	0.0740457
St1_V	7841	249	0.0217771	5.27015	-4.14713	-137.209	12.7241	0.0744251
St1_V	7843	254	0.0884976	5.28356	-1.74159	-137.482	12.7241	0.0729407
St1_V	7844	255	0.327106	5.68415	-1.69625	-137.277	12.7241	0.0741499
St1_V	7846	253	0.0971791	3.50044	-0.343241	-137.255	12.7241	0.0743605
St1_V	7847	252	0.103393	4.60217	-1.98062	-137.498	12.7241	0.0729433
St1_V	7848	249	0.11203	4.16879	-2.88306	-137.302	12.7241	0.0739116
St1_V	7850	258	0.0983359	5.60323	-0.451442	-137.499	12.7241	0.0728199
St1_V	7852	258	0.168643	3.74138	1.45624	-137.499	12.7241	0.0728947
St1_V	7853	249	0.316059	3.70288	-2.31953	-137.285	12.7241	0.0741195
St1_V	7854	262	0.0905952	5.22643	1.67661	-137.5	12.7241	0.0727893
St1_V	7855	256	0.0941325	4.8767	-0.503383	-137.493	12.7241	0.0730161
St1_V	7856	256	0.0275857	4.56562	-0.423483	-137.406	12.7241	0.0732902
St1_V	7858	254	0.106353	4.31782	-0.957496	-137.482	12.7241	0.0730563
St1_V	7858	254	0.00679879	4.53754	-0.929936	-137.433	12.7241	0.0733547
St1_V	7858	254	0.0147405	4.53525	-0.940742	-137.404	12.7241	0.0734924
St1_V	7858	254	0.00733874	4.53293	-0.9548	-137.374	12.7241	0.0736417
St1_V	7858	254	0.00673869	4.52746	-0.964303	-137.343	12.7241	0.0737955
St1_V	7858	254	0.00766414	4.53176	-0.98835	-137.319	12.7241	0.0739513
St1_V	7858	254	0.00909057	4.53527	-1.01417	-137.299	12.7241	0.0741063
St1_V	7858	254	0.0122639	4.5398	-1.03072	-137.275	12.7241	0.0742472
St1_V	7859	256	0.081681	4.83612	-0.488361	-137.498	12.7241	0.0729106
St1_V	7860	246	0.0899038	4.5964	-4.67535	-137.487	12.7241	0.0729236
St1_V	7861	256	0.0593012	5.21259	-1.04825	-137.442	12.7241	0.0731736
St1_V	7862	251	0.167121	4.91066	-2.84393	-137.284	12.7241	0.0740313
St1_V	7863	259	0.136089	5.31963	0.252198	-137.299	12.7241	0.0740999
St1_V	7865	258	0.103176	4.33497	0.768015	-137.489	12.7241	0.0728326
St1_V	7866	254	0.0863671	3.9593	-0.380791	-137.461	12.7241	0.0731921
St1_V	7867	249	0.0192126	4.50989	-3.38773	-137.206	12.7241	0.0744736
St1_V	7868	253	0.0842382	5.6154	-2.68504	-137.285	12.7241	0.0741946
St1_V	7869	250	0.0997115	4.84258	-3.05447	-137.492	12.7241	0.0730388
St1_V	7870	258	0.0395884	4.66448	0.660568	-137.442	12.7241	0.0732641
St1_V	7871	263	0.0643471	5.3091	1.87796	-137.248	12.7241	0.0744126
St1_V	7872	251	0.0878993	4.79799	-2.63702	-137.302	12.7241	0.0741143
St1_V	7873	257	0.0859101	5.25328	-0.548944	-137.298	12.7241	0.0740039
St1_V	7874	260	0.290407	7.16296	-1.13951	-137.5	12.7241	0.102988
St1_V	7874	261	0.365779	7.54389	-1.07441	-137.302	12.7241	0.10869
St1_V	7874	251	0.0706025	3.74113	-1.66885	-137.287	12.7241	0.0756611
St1_V	7876	256	0.0812794	4.54047	-0.216486	-137.5	12.7241	0.072817
St1_V	7877	253	0.0697934	3.34536	-0.19351	-137.26	12.7241	0.0741633
St1_V	7878	280	0.134105	6.79937	7.74938	-137.469	12.7241	0.107908
St1_V	7878	281	0.126608	6.87157	8.05076	-137.197	12.7241	0.110919
St1_V	7879	255	0.0733795	5.10437	-1.29334	-137.291	12.7241	0.0741063
St1_V	7880	255	0.0828449	4.34568	-0.466542	-137.302	12.7241	0.0739291
St1_V	7881	256	0.0563636	3.99735	0.167271	-137.443	12.7241	0.0732837
St1_V	7882	253	0.172545	5.14076	-2.10861	-137.301	12.7241	0.0740376
St1_V	7883	254	0.0789546	3.32925	0.0243591	-137.479	12.7241	0.072873
St1_V	7884	249	0.0657784	3.87363	-2.70739	-137.263	12.7241	0.0741879
St1_V	7885	256	0.0791892	5.82252	-1.39188	-137.469	12.7241	0.073051
St1_V	7886	259	0.0172655	5.27336	0.161375	-137.204	12.7241	0.074666
St1_V	7887	253	0.0599894	3.36708	-0.210253	-137.255	12.7241	0.0741245
St1_V	7888	252	0.322228	4.20602	-1.59655	-137.499	12.7241	0.0726958
St1_V	7889	251	0.0508918	4.5623	-2.55641	-137.242	12.7241	0.074318
St1_V	7890	246	0.0885047	4.01859	-3.96952	-137.495	12.7241	0.072816
St1_V	7891	246	0.0578399	3.50214	-3.62394	-137.466	12.7241	0.0729942
St1_V	7892	256	0.00238525	5.15762	-0.76346	-137.486	12.7241	0.0736792
St1_V	7892	256	0.00141973	5.15673	-0.766763	-137.484	12.7241	0.0737062
St1_V	7892	256	0.00142197	5.15602	-0.769763	-137.482	12.7241	0.0737339
St1_V	7892	256	0.00433464	5.15488	-0.77285	-137.479	12.7241	0.0737633
St1_V	7892	256	0.0039168	5.15268	-0.775746	-137.475	12.7241	0.0738017
St1_V	7892	256	0.0115655	5.15081	-0.780656	-137.468	12.7241	0.0738689
St1_V	7892	256	0.0185438	5.1495	-0.781917	-137.456	12.7241	0.0739567
St1_V	7892	256	0.0271132	5.14971	-0.778385	-137.437	12.7241	0.0740956
St1_V	7893	254	0.0931985	4.21599	-0.817543	-137.494	12.7241	0.0727169
St1_V	7894	251	0.0603514	5.37892	-3.35263	-137.261	12.7241	0.0742114
St1_V	7895	249	0.0589618	3.43493	-2.28956	-137.244	12.7241	0.0743674
St1_V	7898	260	0.103403	4.58856	1.33405	-137.469	12.7241	0.0730159
St1_V	7899	258	0.0795322	4.9569	0.308984	-137.483	12.7241	0.0728157
St1_V	7901	260	0.069171	4.781	1.16085	-137.48	12.7241	0.072951
St1_V	7902	250	0.213327	4.70672	-2.96756	-137.5	12.7241	0.0729097
St1_V	7903	258	0.0829346	4.44305	0.626289	-137.475	12.7241	0.0736919
St1_V	7905	249	0.0692815	4.6171	-3.21431	-137.275	12.7241	0.0741325
St1_V	7906	252	0.0330827	5.08477	-2.65918	-137.424	12.7241	0.0733379
St1_V	7909	247	0.0298155	3.93104	-3.33429	-137.221	12.7241	0.0743506
St1_V	7910	251	0.0658806	3.89668	-1.6051	-137.258	12.7241	0.0741859
St1_V	7911	246	0.197381	4.01118	-3.84264	-137.413	12.7241	0.0731814
St1_V	7912	251	0.0882519	3.85365	-1.77338	-137.29	12.7241	0.0740977
St1_V	7915	248	0.0913978	3.29491	-2.50724	-137.488	12.7241	0.0729062
St1_V	7916	259	0.200109	6.12361	-0.441533	-137.29	12.7241	0.0740879
St1_V	7917	264	0.0870656	5.43015	2.21702	-137.469	12.7241	0.0729244
St1_V	7918	256	0.0684545	4.14334	0.287591	-137.468	12.7241	0.0730962
St1_V	7919	254	0.110607	4.77884	-1.38294	-137.494	12.7241	0.0729279
St1_V	7920	248	0.102267	3.94121	-3.12211	-137.496	12.7241	0.0728482
St1_V	7921	251	0.0940897	3.78209	-1.55913	-137.293	12.7241	0.0739739
St1_V	7922	255	0.0937345	3.92851	-0.0100386	-137.299	12.7241	0.074089
St1_V	7923	255	0.0588304	3.6837	0.0695435	-137.262	12.7241	0.0742874
St1_V	7924	252	0.105856	3.52198	-0.88628	-137.495	12.7241	0.0728946
St1_V	7926	258	0.0670923	4.4102	0.683179	-137.485	12.7241	0.0730388
St1_V	7927	259	0.0947737	4.1579	1.50678	-137.295	12.7241	0.0741276
St1_V	7928	256	0.0857943	6.1525	-1.73507	-137.476	12.7241	0.0729259
St1_V	7929	256	0.0217792	5.80989	-1.32512	-137.406	12.7241	0.0735032
St1_V	7931	254	0.0472251	3.81139	-0.525035	-137.421	12.7241	0.0733523
St1_V	7932	257	0.0712004	4.44089	0.434075	-137.261	12.7241	0.0743346
St1_V	7933	257	0.0868459	5.42554	-0.627161	-137.296	12.7241	0.0739442
St1_V	7934	255	0.052404	5.04123	-1.00141	-137.233	12.7241	0.0743996
St1_V	7935	255	0.122455	5.31086	-1.5158	-137.286	12.7241	0.0740902
St1_V	7938	259	0.0714154	3.60376	2.09877	-137.282	12.7241	0.0742027
St1_V	7939	254	0.2221	4.64816	-1.11858	-137.487	12.7241	0.0728704
St1_V	7940	258	0.170203	4.36336	0.864536	-137.494	12.7241	0.0729676
St1_V	7941	249	0.0216912	3.9948	-2.53092	-137.211	12.7241	0.07447
St1_V	7942	259	0.085375	4.35133	1.17454	-137.288	12.7241	0.074043
St1_V	7943	222	0.311058	-2.10427	-8.13616	-137.472	12.7241	0.160855
St1_V	7943	221	0.241128	-2.31502	-8.4335	-137.299	12.7241	0.165537
St1_V	7943	264	0.0618872	5.97058	1.61689	-137.369	12.7241	0.0846663
St1_V	7944	253	0.115087	4.13698	-1.11001	-137.302	12.7241	0.0740672
St1_V	7945	254	0.0841487	4.46386	-0.873102	-137.451	12.7241	0.0729684
St1_V	7947	255	0.0928539	4.83592	-0.930467	-137.301	12.7241	0.0746398
St1_V	7948	249	0.0779885	4.01793	-2.62494	-137.28	12.7241	0.0740555
St1_V	7949	258	0.0266972	4.35702	0.987956	-137.412	12.7241	0.0732328
St1_V	7950	248	0.0798712	3.29788	-2.53961	-137.476	12.7241	0.0729366
St1_V	7951	249	0.0165712	4.88221	-3.76119	-137.203	12.7241	0.0744735
St1_V	7954	258	0.0780838	4.51214	0.559541	-137.476	12.7241	0.0730347
St1_V	7956	250	0.0816499	4.86273	-3.11949	-137.499	12.7241	0.0727073
St1_V	7957	249	0.118577	4.89805	-3.68438	-137.288	12.7241	0.0740696
St1_V	7958	257	0.381611	4.66141	0.0585547	-137.301	12.7241	0.0741383
St1_V	7959	248	0.0576652	4.93574	-4.21527	-137.449	12.7241	0.0731042
St1_V	7960	255	0.105084	5.04351	-1.16184	-137.302	12.7241	0.0739123
St1_V	7962	249	0.0898095	3.94858	-2.66662	-137.302	12.7241	0.0740596
St1_V	7963	255	0.0859621	3.68873	0.266415	-137.291	12.7241	0.0739279
St1_V	7964	257	0.163664	3.70379	0.914437	-137.264	12.7241	0.0742807
St1_V	7965	250	0.0412643	4.97032	-3.4061	-137.426	12.7241	0.0731991
St1_V	7966	262	0.0555805	5.24819	1.51475	-137.453	12.7241	0.073149
St1_V	7967	256	0.108452	6.10675	-1.81246	-137.499	12.7241	0.0729511
St1_V	7969	252	0.0663706	3.68114	-0.976111	-137.469	12.7241	0.0729328
St1_V	7970	255	0.0771483	4.53413	-0.591214	-137.294	12.7241	0.0741599
St1_V	7971	248	0.0797595	4.0524	-3.02298	-137.417	12.7241	0.074443
St1_V	7972	253	0.0280511	4.24607	-1.05704	-137.212	12.7241	0.0744073
