"z,"	"dz,"	"T,"	"yPln,"	"dV,"	"yi,"	"y,"	"E,"	"p,"	"relbeta,"	"relgamma,"	relgamma*relbeta
27.38738739	0.03003003	7.012637224	2.31E-05	0.000943858	17.78970357	18847.86047	945.2826372	114.9289839	0.121581609	1.007474008	0.122490311
27.41741742	0.03003003	5.082082972	2.31E-05	0.000943858	17.15957481	18180.25075	943.352083	97.78834055	0.103660491	1.00541644	0.104221962
27.44744745	0.03003003	2.225432952	2.31E-05	0.000943858	16.46908334	17448.68786	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.47747748	0.03003003	2.225432952	2.31E-05	0.000943858	15.72508963	16660.44035	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.50750751	0.03003003	2.225432952	2.31E-05	0.000943858	14.9354233	15823.80355	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.53753754	0.03003003	2.225432952	2.31E-05	0.000943858	14.10868593	14947.89066	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.56756757	0.03003003	2.225432952	2.31E-05	0.000943858	13.25402994	14042.39851	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.5975976	0.03003003	2.225432952	2.31E-05	0.000943858	12.38092257	13117.35747	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.62762763	0.03003003	2.225432952	2.31E-05	0.000943858	11.49890432	12182.87552	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.65765766	0.03003003	2.225432952	2.31E-05	0.000943858	10.6173515	11248.88669	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.68768769	0.03003003	2.225432952	2.31E-05	0.000943858	9.74525195	10324.91341	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.71771772	0.03003003	2.225432952	2.31E-05	0.000943858	8.891002174	9419.851643	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.74774775	0.03003003	2.225432952	2.31E-05	0.000943858	8.062232795	8541.785883	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.77777778	0.03003003	2.225432952	2.31E-05	0.000943858	7.265667569	7697.839822	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.80780781	0.03003003	2.225432952	2.31E-05	0.000943858	6.507019428	6894.06621	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.83783784	0.03003003	2.225432952	2.31E-05	0.000943858	5.790925147	6135.37762	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.86786787	0.03003003	2.225432952	2.31E-05	0.000943858	5.120918322	5425.517836	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.8978979	0.03003003	2.225432952	2.31E-05	0.000943858	4.499438712	4767.071734	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.92792793	0.03003003	2.225432952	2.31E-05	0.000943858	3.927874467	4161.510034	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.95795796	0.03003003	2.225432952	2.31E-05	0.000943858	3.406632652	3609.264013	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
27.98798799	0.03003003	2.225432952	2.31E-05	0.000943858	2.935232631	3109.824448	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.01801802	0.03003003	2.225432952	2.31E-05	0.000943858	2.512416411	2661.858517	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.04804805	0.03003003	2.225432952	2.31E-05	0.000943858	2.136269954	2263.338333	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.07807808	0.03003003	2.225432952	2.31E-05	0.000943858	1.804349652	1911.674939	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.10810811	0.03003003	2.225432952	2.31E-05	0.000943858	1.513808644	1603.852137	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.13813814	0.03003003	2.225432952	2.31E-05	0.000943858	1.261518334	1336.555241	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.16816817	0.03003003	2.225432952	2.31E-05	0.000943858	1.044181317	1106.290708	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.1981982	0.03003003	2.225432952	2.31E-05	0.000943858	0.85843279	909.4935952	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.22822823	0.03003003	2.225432952	2.31E-05	0.000943858	0.70092849	742.6207144	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.25825826	0.03003003	2.225432952	2.31E-05	0.000943858	0.568418041	602.2283557	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.28828829	0.03003003	2.225432952	2.31E-05	0.000943858	0.457803441	485.0342413	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.31831832	0.03003003	2.225432952	2.31E-05	0.000943858	0.366183044	387.9641325	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.34834835	0.03003003	2.225432952	2.31E-05	0.000943858	0.290882006	308.184082	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.37837838	0.03003003	2.225432952	2.31E-05	0.000943858	0.229470526	243.1197592	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.40840841	0.03003003	2.225432952	2.31E-05	0.000943858	0.1797715	190.464565	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.43843844	0.03003003	2.225432952	2.31E-05	0.000943858	0.139859362	148.1783965	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.46846847	0.03003003	2.225432952	2.31E-05	0.000943858	0.108051877	114.4789561	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.4984985	0.03003003	2.225432952	2.31E-05	0.000943858	0.082896622	87.82743088	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.52852853	0.03003003	2.225432952	2.31E-05	0.000943858	0.063153749	66.9102234	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.55855856	0.03003003	2.225432952	2.31E-05	0.000943858	0.047776418	50.61822686	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.58858859	0.03003003	2.225432952	2.31E-05	0.000943858	0.035890115	38.02491007	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.61861862	0.03003003	2.225432952	2.31E-05	0.000943858	0.02677182	28.364246	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.64864865	0.03003003	2.225432952	2.31E-05	0.000943858	0.019829783	21.00928633	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.67867868	0.03003003	2.225432952	2.31E-05	0.000943858	0.014584465	15.45196962	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.70870871	0.03003003	2.225432952	2.31E-05	0.000943858	0.010651021	11.2845591	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.73873874	0.03003003	2.225432952	2.31E-05	0.000943858	0.007723535	8.182942215	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.76876877	0.03003003	2.225432952	2.31E-05	0.000943858	0.005561108	5.891890319	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.7987988	0.03003003	2.225432952	2.31E-05	0.000943858	0.003975787	4.212272293	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.82882883	0.03003003	2.225432952	2.31E-05	0.000943858	0.002822266	2.990138821	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.85885886	0.03003003	2.225432952	2.31E-05	0.000943858	0.00198922	2.107541238	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.88888889	0.03003003	2.225432952	2.31E-05	0.000943858	0.001392112	1.47491663	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.91891892	0.03003003	2.225432952	2.31E-05	0.000943858	0.000967318	1.024855227	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.94894895	0.03003003	2.225432952	2.31E-05	0.000943858	0.000667367	0.707063409	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
28.97897898	0.03003003	2.225432952	2.31E-05	0.000943858	0.00045715	0.484342155	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.00900901	0.03003003	2.225432952	2.31E-05	0.000943858	0.00031092	0.329413685	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.03903904	0.03003003	2.225432952	2.31E-05	0.000943858	0.000209957	0.222445681	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.06906907	0.03003003	2.225432952	2.31E-05	0.000943858	0.000140768	0.149140954	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.0990991	0.03003003	2.225432952	2.31E-05	0.000943858	9.37E-05	0.099279181	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.12912913	0.03003003	2.225432952	2.31E-05	0.000943858	6.19E-05	0.065615375	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.15915916	0.03003003	2.225432952	2.31E-05	0.000943858	4.06E-05	0.043056342	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.18918919	0.03003003	2.225432952	2.31E-05	0.000943858	2.65E-05	0.028051154	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.21921922	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.24924925	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.27927928	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.30930931	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.33933934	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.36936937	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.3993994	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.42942943	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.45945946	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.48948949	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.51951952	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.54954955	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.57957958	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.60960961	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.63963964	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.66966967	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.6996997	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.72972973	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.75975976	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.78978979	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.81981982	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.84984985	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.87987988	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.90990991	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.93993994	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
29.96996997	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
30	0.03003003	2.225432952	2.31E-05	0.000943858	0	0	940.495433	64.66116689	0.068752239	1.002371847	0.068915309
